recording_id,species_id
b55d2f7b4,23
8e2ff1572,10
a982778f5,17
3523d5f6a,23
e5e62e9ab,18
6eddeebb1,18
3f4816f3a,17
b022cba86,23
8ff70700d,17
9467401d6,23
132719309,23
50bf7744e,17
db47f8920,10
ec5bfe219,23
095a6d245,17
588f7397f,10
6f9eadffb,17
802907092,23
be39a8871,17
3b0bbd1da,17
f3bebfb56,10
b67a36510,23
d354dce4b,23
7a8747d7b,17
5b00d77fa,17
4f6e4f097,10
7ef417a44,23
85b769427,10
777b118c8,17
ac155150d,23
3fe0369b8,23
1a24795a3,23
0ca70d19c,17
cf1eff29a,17
fe8f47d1e,23
3b064b25a,17
71917c271,17
dd7c5fa83,12
2dbde8233,23
06defceab,23
5a55970ad,23
f25a5f303,23
e143ced0e,23
6606e8d7e,18
8f3d579c8,17
36d995c55,17
32ea5e03e,18
68bc65ca0,17
b4ef18a15,17
3fcead61b,17
d09dc9dd5,17
e04789694,18
55d68ab36,17
4df50c66e,17
dbe4d40b9,23
ba3f81b56,12
8d94e0b77,10
32af58c85,17
543d2fac3,18
f73bc3666,17
f6b50aeb1,10
65f32be6d,23
b3bfbff1f,17
bdd4aa62c,17
022f801bc,18
4da0f1bdd,12
4fbb06ed1,23
457fdb9b8,17
e3a71c03b,23
510b223cf,17
18f850b4d,10
f955ef2d0,17
f109f8584,10
db9673439,23
dbb391d3f,23
8b87b2f21,23
974d0139e,23
c4ec1e7de,17
3ab39acdc,23
6a0ac2d09,23
9d6de44f0,10
534e91880,10
b9c0662fa,23
b61008633,10
98de33bc9,23
c9bd1f599,23
4b7da2fb5,17
ccd3bc465,17
ec3a54dc6,18
aa7d3cfe0,10
4f48cc187,12
91a2ba786,10
0d42350fc,18
e2cefd02b,17
433f3a83f,17
7868d416a,18
9db0536ca,23
068f1b8e2,12
aefd0f061,17
275a0fc0c,18
5281fc845,17
076ba0261,18
0a33527e9,12
8760446bf,18
fb5371e7b,23
16859b597,23
e5001ade8,23
eadccba2d,17
806a580d7,12
8e2ff1226,23
94b789ac1,17
177389698,17
17817e8f8,18
62bb0ffa5,17
d60157507,18
2f5d0583e,12
41e6d9f63,18
9e1901ca0,18
69bfafa26,23
e6af91bbf,12
43739e7ab,10
364e9b5e7,18
12ec1d4cb,17
99a3e9c18,10
bdd4aa62c,18
cf7af9895,10
5b51ef7a2,17
20bab06f6,10
d1ee105cc,23
9c81b2ecb,17
de8af793e,17
d17bcb8cd,23
f0298d1fe,18
c3998738f,23
682b40044,12
910910c1d,23
91e712b97,12
61d1f5e59,18
9b3959bde,12
bda762977,17
5673135ca,18
24de2bce7,23
6a5511f58,23
0d489b79b,17
d53f58786,18
cf739c61d,10
0ad908b48,17
318fb828a,10
0bef9aa9e,10
3f5f4aa9a,12
af6a0d203,17
ff255b11a,17
af99851ef,23
c138beefa,18
a07dc1fb4,10
a227d1315,17
160c65ebc,12
dd38bef4b,23
47ff7542e,18
72ad27520,23
ddf23c4cd,23
61741251f,10
7277aa5a8,17
d37d68bdb,18
94b789ac1,23
9c60d9373,18
cddceb09a,17
0a8974fbc,17
3ab39acdc,17
5af0790a0,23
b988da7d0,23
c47a78cc1,23
526be630e,23
400b7210c,17
90fcaa564,10
19efc5fcb,17
3d28b6a6b,17
52489a0d1,12
88c3d9a42,17
3458e20b8,10
cee9c110c,23
c06d6231c,17
f8c661973,12
fbab42376,23
ff672e3bb,17
31d654f96,10
d553ca9b2,17
8b713bb0c,18
9cb5f0d5f,17
0a9143370,10
d5fa60cbb,23
6553d31ad,23
30095c4fe,17
820799e38,12
0e0a36d7a,23
53795fda1,17
983a13114,18
16553d5cd,23
30ef6469d,18
49b80ec61,12
91554a8fb,23
4917f357a,23
d03a7b4f8,10
79f38de91,23
c7c41bf35,23
566e4155f,18
b6aa1c73f,12
ca99623ca,10
ec24a4d07,18
821ab7ea6,18
517b8984e,18
5f9ccf567,18
e393a4c21,23
71f6e25da,10
5f51598f1,17
6770bda7d,12
837d77a0e,10
f5c3420f6,10
a5a731f5d,23
ffc6031f8,17
17402f75a,12
373ec0df1,17
24b29f809,23
bd62d4fa2,23
aa5512382,12
50de63436,23
5d6f92026,12
3710abba6,12
450f7f9ee,17
c9d617218,10
53e03be42,23
088a32d3e,23
6444d49cc,23
288e5d13f,23
fdda158ed,12
b9876beef,23
b5a27f61b,23
1d50498d8,10
7a2c2ab70,12
4a8ba0041,23
9896fe27c,23
6c46ba8f1,17
f3f42968a,12
131dc7876,23
e629fec25,10
8c7648ac2,17
5fcd09edb,17
29213ed4e,10
1383208d3,10
053aeb7bd,23
8e9bf8405,10
812725990,17
d21aa62a1,17
0e57bfc3a,10
34e6d5210,23
9d293be93,12
95b72ea60,23
477119234,17
e3651f526,17
20de9e491,23
a2b073406,23
9dd7f882f,23
43423d1e3,17
356b93991,18
ecb326f94,17
1cef26217,12
c634dd8de,10
c47ee8e2f,23
6ff194238,18
ed3c557ff,23
ab2a99147,10
909fd946a,17
728459067,10
4cfc749c3,17
9cb5f0d5f,23
1d6ad1c81,23
40e97e435,18
7ea9d320a,23
ad3e23adc,12
aecf3d8d2,17
d58b25d04,23
a2ae08a6e,17
e3b99eb44,10
08f1d28d2,17
a114f20bd,12
3f056b3d1,23
d583a3fd4,10
e4792e365,23
8e2ff1226,17
1ce06e027,10
2d0b599f2,17
10fc9a772,12
8eab581da,12
39e58073a,18
dd46cb626,17
a9637eb5b,23
f16860025,18
45f43a9ed,12
8c44ed2cf,10
ef1d98fff,23
c21cff9ba,17
706e6f1e8,12
9fcfdb991,17
f7edb8a8c,23
66c798e69,17
a0df1bd4b,23
37e8f76ab,10
73441957d,23
ccd0a0bff,12
a2441a74b,17
9d56dc0b8,10
8e0e7cc78,10
7c2ddfd43,12
946390b26,10
38bbedd15,10
2e3c703af,23
04e8c27b7,23
da329b0a5,17
59a9eb657,23
c7dc9f7f4,23
9bb6e3e6b,23
ed3c557ff,17
4d5d2d2b7,17
9367e95cc,12
c68fb36e7,17
ec02f75ce,12
46e01323b,17
745537ab3,12
444ff0bad,23
77cde7112,23
fa9513274,18
e42215aa0,23
158c5acb6,18
e3ab7b645,12
edcb36c64,17
4e1d6ff44,23
dca449f04,23
d0b136e7b,10
25d81e0f5,18
5723a520c,12
84c429590,23
4c845907b,12
30a1defc2,17
3b0bbd1da,18
4d54e38a8,12
160add406,23
92d7efc6f,17
664a8e8e5,12
ef3647390,12
98893ac30,23
a2441a74b,18
32ea5e03e,12
6f036d0ff,12
d96068608,23
04af4dc74,18
d45ae0dc3,12
5b91eec8e,23
e37f19f7c,10
b46fd30dd,10
75c3ab824,10
5f51598f1,23
d169ed0b5,17
e3d8c24c6,17
1aa00dc63,23
b46ce77de,12
51cb253b0,23
d7a655c45,23
