recording_id,species_id,songtype_id,is_tp,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63
9ea0bb335,23,1,0,-0.3761208,-0.22769408,-0.25904837,-0.37138876,-0.34576917,-0.33263585,-0.4286801,-0.41849038,-0.18242505,-0.2558149,-0.50897187,-0.612778,-0.6405227,-0.7590245,-0.72747934,-0.68432784,-0.60953206,-0.58023864,-0.36869925,-0.16893321,-0.12786213,0.013959143,-0.13335082,-0.1316909,0.15589465,0.39475197,0.4776665,0.31525627,0.036160942,-0.15469016,-0.24876997,-0.33542907,-0.33350357,-0.26499858,-0.19210848,-0.15845223,0.23110937,0.65856266,0.4629942,0.016528862,-0.17362776,-0.15053666,-0.14785293,-0.039959453,0.014038152,0.16987987,0.43587556,0.5767921,0.6457023,0.6297388,0.66513264,0.6246178,0.5275633,0.48550728,0.50603104,0.5861376,0.77774554,0.9460008,1.0705687,1.2570695,1.3783493,1.4614103,1.5123245,1.5227753
8215b2a9c,17,4,0,-0.53898114,-0.75066966,-0.6940948,-0.6006745,-0.66677904,-0.8075872,-0.809747,-0.77466506,-0.77857685,-0.8999231,-0.9080488,-0.8671878,-0.9276518,-0.92612135,-0.8597241,-0.87872046,-0.767471,-0.7354191,-0.6587316,-0.4317453,-0.3450381,-0.47551674,-0.60970825,-0.83963794,-0.95627993,-0.7220122,-0.44401813,-0.32102495,-0.37307218,-0.49826995,-0.5855281,-0.62896764,-0.6358487,-0.6909681,-0.6602099,-0.68185115,-0.66728204,-0.6842806,-0.60712063,-0.58682704,-0.5748898,-0.53526574,-0.47377306,-0.4602684,-0.41706252,-0.36883518,-0.29128942,-0.24235727,-0.2174736,-0.1380419,-0.023199318,0.016141167,0.08204231,0.13236524,0.20878753,0.29430482,0.5279406,0.59395456,0.61003256,0.8108042,0.9753721,1.4097832,1.3793716,1.2891124
c6e9db009,17,1,0,0.43609628,0.48348874,0.7175471,0.64636564,0.5698357,0.34639147,0.2652111,0.22396135,0.19952089,0.17872629,0.22338356,0.23839495,0.039565206,0.010689903,0.05336543,-0.006211336,-0.058830544,-0.27118874,-0.20004524,-0.034295056,-0.11866826,0.07378483,-0.12190005,-0.34240854,-0.2836273,-0.28717268,-0.29480392,-0.121281356,-0.07936297,-0.42170808,-0.5103813,-0.40497476,-0.2850463,-0.23393562,-0.059047323,0.24171004,0.23466459,-0.022270199,-0.12085245,-0.08175024,-0.0115901055,0.17439461,0.37109935,0.4276024,0.30361772,0.32330734,0.35429242,0.31705585,0.29912707,0.28931826,0.35544902,0.351142,0.37216896,0.4340954,0.42079374,0.52569056,0.65484107,0.86261296,0.9299208,1.0700479,1.0718633,1.1031934,1.2738528,1.3428591
bbcb45cc0,10,1,0,3.1787422,2.861293,2.2235982,2.0140097,1.9619573,1.7718588,1.5615715,1.392144,1.3015387,1.1343633,1.1956141,1.1888785,1.227891,1.3170319,1.3532847,1.2180775,1.0776045,1.0096291,0.9944727,0.9869244,1.0378584,0.9928813,1.0084468,1.0705085,1.1909652,0.9679923,0.6162266,0.39033264,0.37945607,0.4014939,0.45746094,0.36313748,0.273824,0.19895478,0.20416105,0.21473031,0.23757318,0.22132961,0.18203592,0.24923865,0.3150139,0.43372837,0.45016322,0.54703563,0.46499047,0.51447856,0.824469,0.87267995,0.87783325,0.9916211,1.0881313,1.0553406,0.98678005,1.1412938,1.2108407,1.2656132,1.3769127,1.4189371,1.5539284,1.6571094,1.732228,1.7899868,1.848253,1.8711451
47dde331d,17,1,0,2.6277542,2.1590858,1.8857148,1.5923691,1.3747616,1.3859107,1.5984174,1.6632591,1.7315708,1.8435359,1.8520956,1.8758237,1.9110968,1.9204185,1.9107565,1.936572,2.160893,2.294307,2.1907015,2.1157498,2.1151567,2.0066807,1.7953835,1.9260875,1.97125,1.9382676,1.7551639,1.5552174,1.553744,1.5909547,1.530051,1.5112246,1.5594007,1.5075113,1.348799,1.2223914,1.1134828,1.1847638,1.2919086,1.448059,1.4810327,1.3570706,1.5246445,1.6322082,1.6373385,2.058512,2.0483117,1.9757477,1.9335625,2.0830188,2.026592,1.9042953,1.825454,1.8367692,1.8712844,1.9019018,1.9103363,1.9624715,2.0500844,2.0430691,1.9893528,2.1693182,2.1432178,2.2104597
c7677947e,17,4,1,-0.69420916,-0.75605947,-0.73534226,-0.6331179,-0.6060101,-0.8260309,-0.7531531,-0.7331289,-0.7690568,-0.8496355,-0.83520335,-0.83606964,-0.70781094,-0.6492992,-0.57472926,-0.6702586,-0.67317384,-0.5419207,-0.55330503,-0.6125145,-0.5917099,-0.6739403,-0.7781788,-0.59113926,-0.17835182,-0.12995967,-0.19127947,-0.012328629,-0.010657679,-0.025177509,0.071856126,0.18296961,0.014529031,-0.06564925,0.0022011222,-0.17125347,-0.22757873,-0.22672765,-0.18298557,-0.17687647,-0.25399968,-0.23448484,-0.12593424,-0.04213874,0.05674567,0.17785732,0.34622452,0.61278075,0.79493695,0.7429425,0.8086617,0.77934253,0.66756964,0.65034384,0.73053634,0.77472335,0.8783728,1.0469028,1.2665468,1.3781352,1.3775407,1.4895303,1.585121,1.5789831
01a976045,18,1,0,-0.58337116,-0.90849394,-0.7225773,-0.8036179,-0.9188666,-0.9735328,-0.91962683,-0.9057039,-0.9111537,-0.96984994,-0.9542963,-0.9259581,-0.863431,-0.83531517,-0.8864963,-0.84675044,-0.6621613,-0.6823756,-0.58667225,0.51960504,0.97113204,1.2170771,1.1565121,0.85040253,0.18565966,-0.22840475,0.2528015,0.7251928,1.1302687,1.2499582,0.90711486,-0.100104995,-0.482253,-0.47260317,-0.49842516,-0.6040199,-0.5701275,-0.5791777,-0.3277259,-0.086212896,-0.14441437,-0.0024727057,-0.20077342,-0.20759165,-0.21180421,-0.1215084,0.13328229,0.35988966,0.54584384,0.78380305,0.7580246,0.6165569,0.42864767,0.3160966,0.31713864,0.41689095,0.5775697,0.8410821,0.990391,1.1545105,1.0393118,1.1036469,1.2516057,1.3392628
2fe00fdac,23,1,0,-0.8510724,-0.85073316,-0.8231749,-0.86074054,-0.85872084,-0.88664603,-0.8188827,-0.8325283,-0.7769389,-0.71635854,-0.5985596,-0.53901404,-0.52726734,-0.4838603,-0.4179805,-0.20244335,-0.05470078,-0.08057979,0.10820013,0.18587759,0.033416007,-0.12626863,-0.28079656,-0.14246272,0.28995132,0.89869124,1.548706,1.6220518,1.0281341,0.50136244,-0.46777305,-0.5308609,-0.52746385,-0.5666119,-0.53028566,-0.39041215,0.1339846,0.9859047,1.5240325,1.3335785,0.51757795,-0.037280772,-0.02757692,0.0994607,0.29120204,0.3412449,0.5343802,0.8107685,0.9502167,0.8706406,0.7763009,0.6441952,0.59804934,0.602849,0.63580304,0.7482277,0.9274665,1.0501095,1.2416763,1.5549785,1.4507904,1.3490931,1.3683026,1.4001946
d689cee57,12,1,0,-0.3371386,-0.61975616,-0.68347263,-0.7310742,-0.77769333,-0.79169494,-0.7852163,-0.6727402,-0.40120894,-0.12776352,-0.27102098,-0.5756715,-0.61967736,-0.5359209,-0.6284037,-0.7394083,-0.60406554,-0.554101,-0.567409,-0.5895277,-0.4245897,-0.20688239,0.054403745,-0.015005156,0.23946929,0.5087486,1.1119841,0.8146504,0.28816313,-0.16340083,-0.3629793,-0.4761056,-0.37179613,-0.29981065,-0.09762545,0.19150849,0.3316617,0.01660488,-0.2369968,-0.30842233,-0.4059148,-0.41446543,-0.39242363,-0.3459266,-0.3013625,-0.21332608,-0.1935595,-0.18294606,-0.12568802,-0.07888191,-0.025671987,0.027032468,0.12101371,0.17968564,0.33841166,0.40136772,0.49598616,0.87361735,0.9026035,0.91740143,1.0056871,1.1425058,1.2434037,1.3513787
78cd98347,23,4,0,-0.8581407,-0.8693427,-0.8389745,-0.795234,-0.7069356,-0.7617777,-0.7436674,-0.8615153,-0.86893237,-0.93689644,-1.0062467,-1.0266591,-0.99452585,-0.912394,-0.9021625,-0.85246754,-0.92785186,-0.9266284,-0.8941179,-0.34481758,0.7756605,0.7927995,0.38888794,0.30631647,-0.04898077,0.20731683,0.6603393,1.0969948,1.5727575,1.7882189,1.559444,1.0800555,0.9162244,0.69635284,0.7214999,0.8702744,0.69378483,0.2769739,0.30205652,0.49350348,0.49600527,0.28863207,0.34636825,0.62980705,0.9386474,1.3142405,1.7092171,2.2999947,2.6682317,2.447299,1.9704407,1.8550498,1.3750225,1.0348604,0.9796436,1.0416874,1.1440294,1.3368981,1.6055939,1.7145113,2.0270898,3.1134863,3.4761016,2.5520513
af23806c4,12,1,0,-0.25904566,-0.42355555,-0.27868524,-0.22106665,-0.25142598,-0.4142941,-0.50803477,-0.51032704,-0.5537363,-0.61681914,-0.6534538,-0.66900367,-0.6911597,-0.74109143,-0.7249171,-0.7147479,-0.6945634,-0.4197315,0.65547824,0.52775955,0.042852275,0.35354725,0.18777286,0.09482761,0.5312865,1.2708011,1.6882108,1.7097901,0.93969333,0.35165536,-0.10519107,-0.043887503,0.039132185,0.08258464,0.17398353,0.516364,0.8545975,1.2146118,1.7119542,1.5414749,0.82734734,0.6304371,1.2681636,2.4535463,3.036136,2.8102252,1.9019797,1.2194208,1.3477002,1.2294466,0.9536035,0.83881253,0.86800355,0.9285107,1.0064733,1.106173,1.196613,1.3305327,1.401058,1.4437873,1.4171567,1.2974435,1.1412541,0.9851558
9d6de44f0,18,1,0,-0.85105544,-1.2264795,-1.285451,-1.1182282,-1.0917226,-1.0824852,-1.0319874,-0.8179416,-0.7316281,-0.82410514,-0.7754229,-0.7129948,-0.765827,-0.7953736,-0.78993535,-0.6292263,-0.5317914,-0.62959194,-0.64653945,-0.20087151,0.13865283,0.05468267,0.025471373,-0.10361058,-0.24800165,-0.3079554,-0.08509656,0.115719184,0.20681426,0.34270525,0.072053716,-0.21322131,-0.36349663,-0.39622658,-0.43069082,-0.45774847,-0.4734985,-0.6403462,-0.6649436,-0.6200623,-0.55313617,-0.52576053,-0.46884936,-0.39329538,-0.34250242,-0.27002847,-0.072234,0.054075103,0.13810407,0.3268244,0.3496982,0.17319685,0.14447191,0.16885734,0.26521632,0.37479421,0.5510129,0.82911015,1.0199107,1.1710933,1.0399015,1.1745895,1.3473599,1.3148633
0c48ed342,17,4,0,-0.9284054,-0.8943374,-0.97328824,-0.85284,-0.8828735,-1.0050882,-0.93756807,-0.9432806,-0.9516943,-1.0243831,-1.0227034,-1.0187367,-1.0607598,-1.0306945,-0.9830912,-0.9701245,-0.9778078,-0.9281384,-0.9033979,-0.94316345,-0.94215095,-0.8842302,-0.9570768,-0.8194533,-0.6069821,-0.4659988,-0.26253423,-0.13043809,0.059185445,0.06885762,0.20512034,0.21420185,0.10469988,0.07151511,0.23492105,0.13195309,-0.21312816,-0.24519518,-0.17770141,-0.19485112,-0.2543751,-0.21624468,-0.13154075,0.0005630842,0.224157,0.57232213,0.96559596,1.3023726,1.4057795,1.0991663,1.0160422,0.8797861,0.6460065,0.61518365,0.6771558,0.78912276,0.91418755,1.095674,1.360008,1.437692,1.4284981,1.5745426,1.6704316,1.5541604
48ceeeb96,12,1,0,-0.7401489,-0.9417311,-0.97008485,-0.7054957,-0.45892173,-0.25231358,-0.1257757,-0.18088028,-0.24364902,-0.29679573,-0.31821424,-0.28439483,-0.24829291,-0.27947173,-0.18610969,-0.07226535,0.011598515,0.547682,1.0865389,1.101611,0.71293783,0.23306754,-0.10186646,0.18655097,0.6416585,1.254929,1.5166783,1.7497842,1.7023422,1.4793043,1.4377872,1.3232012,1.2313691,1.170895,1.0789039,1.1267008,0.9780006,0.628066,0.49398205,0.43293875,0.21134038,-0.08704934,-0.028472561,0.061469674,0.054995243,0.217863,0.61808646,0.82322305,0.743573,0.63455945,0.6695399,0.44560444,0.33958685,0.3543501,0.3961453,0.47489342,0.6544832,0.7670143,0.83888465,0.94279194,1.917619,2.3963974,1.7017914,1.2865895
ce4002d4e,12,1,0,-0.5874565,-0.4175316,-0.5639995,-0.4696886,-0.37962475,-0.5767628,-0.60741746,-0.54039115,-0.36183017,-0.7193048,-0.9224914,-0.7836742,-0.69143933,-0.74015146,-0.69050825,-0.6896152,-0.7590686,-0.71816325,-0.61304265,-0.43404338,0.4896193,0.32483077,-0.41498443,-0.6270869,-0.6403602,-0.41992104,-0.058154903,0.48337424,0.8037157,0.7284294,0.5690553,0.340316,0.16836227,0.17921041,0.37036473,0.28061125,0.020589244,-0.112180494,-0.13789439,-0.21622847,-0.23212805,-0.21127963,-0.14044175,-0.038920436,0.053670246,0.44465053,0.69370914,0.97444284,1.135238,0.97176266,0.7658717,0.62530833,0.5513443,0.62295276,0.68130946,0.7498708,0.8863431,1.0430074,1.307143,1.4546262,1.6654171,2.4904935,2.2624524,1.605031
1fb27e574,23,4,0,-0.34815606,-0.43244454,-0.49621007,-0.6229157,-0.64140725,-0.6390884,-0.60877365,-0.6948962,-0.6653546,-0.7403823,-0.8013934,-0.8937795,-0.91252095,-0.8895478,-0.8761666,-1.0485356,-0.9619708,-0.43351606,0.60869795,0.8257047,0.35281724,-0.27059755,-0.53462875,-0.32429215,0.23149738,0.85001165,1.2208314,1.3729999,1.0983356,0.46300486,0.029302511,-0.20068616,-0.23984309,-0.18324026,-0.12084527,-0.101544045,-0.12084591,-0.1621037,-0.07908051,-0.046404976,0.045389127,0.109346345,0.20109425,0.36142462,0.60051507,0.67595094,0.89023393,1.0575095,1.1872327,1.3193455,1.2782482,1.1068094,1.0437951,1.0372089,1.0359707,1.0378947,1.115869,1.2632018,1.3138428,1.3623495,1.5330346,1.4517112,1.4004662,1.5553249
b297fe7ef,18,1,0,-0.5192654,-0.746477,-0.8353491,-0.50342226,-0.22484551,-0.023759982,0.039919592,0.047068693,-0.08418758,-0.20772636,-0.26995137,-0.2699664,-0.27066052,-0.35043707,-0.2207315,-0.1630142,-0.13910782,-0.052810352,-0.0006618859,-0.07952392,-0.47276872,-0.60153216,-0.64286566,-0.5246116,-0.48259202,-0.44837055,-0.29047653,-0.019484425,0.10087633,0.04387363,-0.09883565,-0.15884264,-0.24268168,-0.30461097,-0.30762574,-0.33671606,-0.38262263,-0.4820582,-0.50170755,-0.48443344,-0.4958243,-0.4545647,-0.35217735,-0.29439902,-0.23601285,-0.14671125,-0.06473093,-0.07488576,-0.09081958,0.017729076,0.12000762,0.13125429,0.08219986,0.06445007,0.11836133,0.1864979,0.3882621,0.5399414,0.6043072,0.6180728,0.74405056,0.90217054,1.0523804,1.1584038
33c49049b,10,1,0,0.8830016,0.6315977,0.37622073,0.055735473,0.016166514,0.0559175,0.11293774,0.06728884,0.009119806,-0.07882698,-0.09574582,0.005769719,0.027120363,0.029909244,0.102238655,0.14935529,0.25940147,0.36014488,0.44016388,0.4614676,0.44019884,0.23341677,0.053870548,-0.13989554,-0.20491363,-0.27771997,-0.12532228,0.040479165,0.017779162,0.0033948245,-0.13625579,-0.22800471,-0.28330436,-0.2575698,-0.28387573,-0.4075638,-0.44653,-0.35723484,-0.23023246,-0.22898075,-0.2610113,-0.29814577,-0.26883763,-0.16077226,0.023209967,0.07152793,0.07383829,0.10527505,0.15607613,0.21712536,0.21125764,0.24350008,0.27349573,0.32791883,0.39288104,0.47545734,0.59486216,0.6926189,0.85879856,0.99892807,1.1165531,1.2632347,1.3899105,1.4636339
87e518677,17,4,0,-0.9308152,-1.1211534,-1.0906459,-0.7720472,-0.4463133,-0.16307366,0.04086441,0.05659486,0.059524007,-0.20433751,-0.35399067,-0.32061088,-0.3655813,-0.5037257,-0.28730622,-0.1695661,-0.11783376,0.13477226,1.0493476,1.358223,0.4176322,0.05766818,0.087798096,-0.015202661,0.15653467,0.6000916,0.9824305,1.2410493,1.1475395,0.550351,0.2573518,0.2639302,0.18910147,0.107345395,0.12656362,0.28621662,0.15325275,-0.008329579,-0.026653323,0.0037710401,-0.108841315,-0.1083896,0.019496595,0.13782015,0.21544267,0.39302626,0.72227246,0.91040903,0.80171126,0.8026077,0.6666197,0.38521767,0.21205074,0.19442193,0.24454045,0.31084824,0.47799858,0.5924163,0.6805772,0.7646509,1.3062946,1.5043919,1.3364714,1.232546
6f252ae6e,23,1,0,0.5853781,0.28547263,-0.023498971,0.042610604,0.26714694,0.46080348,0.5207324,0.4301798,0.3016825,0.098323904,0.12177373,0.14627346,0.19909531,0.22251076,0.26846322,0.15288775,0.2641995,0.41271952,0.6179018,0.51904166,0.40181372,0.30793345,0.14749177,0.040392984,0.12947665,0.36052075,0.7966963,0.9332543,0.36495507,0.20569915,0.15607843,0.29143518,0.3306245,0.35702497,0.46214163,0.45762762,0.44838905,0.4428252,0.5005781,0.55344576,0.6396695,0.5881563,0.50586206,0.5685149,0.66312927,0.73533005,0.6800172,0.6688027,0.69794077,0.7050164,0.62073183,0.6524915,0.6934591,0.73972213,0.7733992,0.8639408,1.0033417,1.1873629,1.2460542,1.3213594,1.4010981,1.4323674,1.5495998,1.8557124
8cee03244,23,4,0,-0.83332044,-1.129142,-1.1650538,-1.0109178,-0.9215354,-1.006402,-0.8754797,-0.6405579,-0.6482187,-0.7442985,-0.78407043,-0.8283583,-0.71294355,-0.7237547,-0.7641363,-0.6858108,-0.5618059,-0.5939626,-0.6060798,0.15130273,0.6660226,0.41831747,0.08779948,-0.12870675,-0.36296928,-0.472593,-0.17300458,0.35611635,0.7266932,0.6975836,0.11405017,-0.5552294,-0.8262617,-0.8036853,-0.82804126,-0.79168296,-0.77201515,-0.60012335,-0.45586702,-0.4670762,-0.37955472,-0.39321533,-0.38820964,-0.27611983,-0.21113624,-0.17566073,0.21060681,0.6050086,0.7314099,0.68100494,0.6500793,0.42361718,0.17373155,0.10637929,0.1831646,0.30454406,0.49240974,0.74671245,0.92081547,1.1071527,1.0618253,1.2189841,1.2669843,1.3000438
cd96b0637,17,1,0,1.0944306,0.41550195,0.3107532,0.16081208,0.0045063933,-0.18763262,-0.10838197,-0.12126416,-0.33285794,-0.460507,-0.55269635,-0.5680891,-0.5052917,-0.5027506,-0.33946067,-0.49790022,-0.5664069,-0.54216397,-0.4477965,0.35719508,1.9815071,2.0224817,0.59743416,-0.13662158,0.2110862,1.099303,1.8163888,1.7834116,0.9896206,-0.15507416,0.29532146,0.74694306,1.2560196,1.8830755,2.0602925,1.7578242,1.0818131,0.45296705,-0.012068713,-0.13547252,-0.1480471,-0.1103324,-0.029023884,0.110424645,0.2385844,0.2792659,0.30953702,0.37548324,0.40741262,0.35113093,0.3858519,0.4424499,0.5198875,0.63584685,0.6438558,0.776748,0.8644811,1.0832105,1.2671345,1.4653115,1.4959764,1.482209,1.5791781,1.5886285
4621de448,23,1,1,0.64762264,-0.030804189,-0.28848323,-0.42597064,-0.6309813,-0.71665376,-0.5022323,-0.40351406,-0.11861206,-0.10886783,-0.21226962,-0.05456131,-0.019423196,0.011318665,0.04689704,-0.09704656,-0.21429284,-0.27036968,-0.30862424,-0.33415884,-0.07301764,-0.068556406,-0.28906813,-0.3620981,-0.2370507,0.003669855,0.29354045,0.14132892,-0.30313665,-0.40320542,-0.29781014,-0.3940708,-0.63241327,-0.77092856,-0.7532441,-0.7589529,-0.71109354,-0.66188633,-0.6265473,-0.610706,-0.58891094,-0.49277896,-0.4515956,-0.46844423,-0.4065054,-0.29805857,-0.17861351,-0.073605634,0.015394914,0.017532945,-0.01610514,0.019955227,0.049493052,0.11286229,0.18614031,0.33871403,0.41528407,0.51894444,0.71183765,0.8014554,0.8891637,1.0672448,1.1984818,1.4869227
dc27c393a,10,1,0,0.06369542,-0.19291596,-0.21544039,-0.07207292,0.00043303275,-0.098493084,-0.10697246,-0.15656763,-0.24392533,-0.39360136,-0.42743492,-0.32384995,-0.31041974,-0.31577802,-0.36348897,-0.34708032,-0.3037251,-0.25426397,-0.3401939,-0.37056595,-0.3979364,-0.4885516,-0.49182454,-0.44749886,-0.41747543,-0.2949809,-0.14768218,-0.1348803,-0.25253698,-0.36507782,-0.46657068,-0.4246529,-0.3836422,-0.39498731,-0.48770788,-0.4618078,-0.40809786,-0.3388016,-0.26324418,-0.18539366,-0.061925042,-0.027277404,0.04503266,0.18374886,0.1375853,0.23769176,0.6708226,1.0433675,0.9159506,0.8941443,0.8318693,0.8052462,0.79123455,0.85023296,0.84381616,0.9058217,0.99451077,0.97084045,1.2063377,1.4371271,1.4903841,1.5756598,1.4697168,1.4442507
d92f32f51,23,1,0,-0.23210138,-0.3402932,-0.39297,-0.26869684,-0.40328437,-0.6237445,-0.67109644,-0.7410576,-0.6211891,-0.6462709,-0.6270113,-0.5037366,-0.51908773,-0.63001174,-0.64864904,-0.70117974,-0.7114151,-0.79756063,-0.71520555,-0.57898706,-0.606587,-0.58411306,-0.48341045,-0.41937727,-0.35949695,-0.37081102,-0.19873548,-0.07235259,-0.22838053,-0.30710524,-0.2982516,-0.22843826,-0.14683194,-0.2251437,-0.32782757,-0.29000777,-0.25746116,-0.35820082,-0.27047434,-0.21424626,-0.23964614,-0.19157822,-0.024248589,0.024254918,0.12946354,0.38058504,0.7629271,0.7721427,0.8543816,0.9410355,0.67713267,0.49136946,0.44500133,0.39440447,0.35553783,0.45549324,0.51936215,0.6008091,0.77058196,0.8075032,0.87647814,1.0790377,1.1790127,1.3960353
f64cfa023,23,1,0,0.83899057,0.37617543,0.16447037,0.09497613,0.115950204,-0.07107525,-0.0938153,-0.029254831,-0.072915554,-0.13644576,-0.09287474,-0.029360825,-0.08076418,-0.1736295,-0.12943465,-0.23188531,-0.21061039,-0.18087801,-0.19988003,-0.20018579,-0.17226426,-0.23328298,-0.41384318,-0.4166793,-0.4409516,-0.4499013,-0.45339462,-0.48720846,-0.4126154,-0.4083127,-0.3103986,-0.3364844,-0.30100748,-0.09127977,-0.20215729,-0.31129476,-0.30926102,-0.35138905,-0.3024202,-0.2151795,-0.11100306,0.013520396,0.014639993,0.052561376,0.09374854,0.23881522,0.4560139,0.5295849,0.437039,0.3842427,0.4295434,0.3863747,0.4026186,0.4572169,0.5344136,0.6435156,0.75724536,0.840303,0.9440422,1.1009473,1.2494638,1.4232074,1.5244838,1.5022767
e4c1b54b5,17,1,0,0.09501835,-0.28613114,-0.64278215,-0.7688349,-0.97877944,-1.100152,-1.0338601,-1.146735,-1.1461166,-1.0186157,-0.9846692,-0.9889498,-1.1265694,-1.1228411,-1.0363061,-0.9911761,-0.7524348,-0.19117528,-0.58305484,-1.0847383,-1.0047112,-1.0385853,-0.728312,-0.3350708,0.0990494,0.31454435,0.10492752,-0.1865278,-0.39625493,0.040739663,1.1011964,1.7771996,2.0602794,2.4827394,2.6489515,2.2320256,1.4007214,0.83360296,0.7583832,0.30565515,0.00056545116,0.25165266,0.9845739,2.383533,3.5773315,3.6854174,2.6268363,0.85231155,0.25706682,0.20941094,0.1629703,0.15627857,0.3577062,0.38173446,0.3546189,0.36749983,0.60364854,0.8598887,0.87301946,0.95230377,0.9847017,1.1445453,1.3001876,1.2562351
dcc3ada2a,10,1,0,-0.52174443,-0.7598796,-0.91585284,-1.0181412,-1.0135026,-0.963453,-0.86478174,-0.63952786,-0.5105704,-0.75107265,-0.9438739,-1.037863,-1.0979247,-1.02442,-1.038287,-1.1117086,-1.102299,-0.5556323,0.6721435,1.0203527,0.4989133,0.23070109,-0.10216847,-0.07834829,0.5837807,1.3316593,1.59972,1.6241937,1.2764277,0.42939952,0.39659536,0.9714507,1.5888284,2.442551,2.8058913,2.473742,1.5577524,0.46080726,-0.02154612,-0.1639059,-0.12166628,-0.08917027,-0.032556593,-0.018125873,0.076806575,0.30903408,0.37096873,0.28995225,0.26039502,0.25596863,0.32749775,0.3786628,0.46362305,0.5577011,0.6501918,0.70671827,0.75001734,0.93366355,1.1536082,1.3841023,1.3623692,1.4924624,1.6384292,1.7309588
c584081e4,17,4,0,0.08826183,-0.18689306,-0.39910856,0.0340688,0.38664478,0.5505547,0.621443,0.5058951,0.34970286,0.22300689,0.050362583,-0.030282237,0.022836452,0.06605834,0.26677018,0.27279088,0.23924387,0.2382733,0.06893214,0.035894673,-0.019586368,-0.097720996,-0.15159565,-0.25218284,-0.4182037,-0.5966534,-0.50346273,-0.32998192,-0.27774242,-0.24425131,-0.24284607,-0.24832104,-0.22404355,-0.22858723,-0.3018511,-0.27532467,-0.35159537,-0.3500315,-0.36336106,-0.21330784,0.56965834,1.4086769,1.3752296,0.036523398,-0.21690167,-0.034474406,0.06650837,0.16161989,0.16007501,0.121045396,0.018402003,-0.0097339535,-0.00012180413,0.034861874,0.10471571,0.16214448,0.3268081,0.5187233,0.6044615,0.64835954,0.8710877,1.4440347,1.6266723,1.1932533
826093ce7,10,1,0,0.2367584,-0.28067306,-0.6650866,-0.84666824,-0.9779741,-0.99471605,-0.95615226,-1.0023586,-0.95684224,-0.9143125,-0.87022185,-0.8703897,-0.92165357,-0.9441682,-0.84114504,-0.82183754,-0.74818206,-0.27923876,0.44663066,0.38451198,0.2068634,-0.2356013,-0.4389235,-0.35395184,0.33662254,1.1027564,1.3880308,1.0796909,0.4547074,-0.13185444,-0.42955306,-0.56193584,-0.5372789,-0.54917264,-0.5782248,-0.54960483,-0.42412353,-0.25819486,-0.2022308,-0.21787032,-0.20702127,-0.15067618,-0.045780066,0.0759693,0.15410657,0.46588305,0.86624426,1.1194273,1.3558384,1.605611,1.2126071,0.66837984,0.47153082,0.41670665,0.45542765,0.4593905,0.61682296,0.781775,0.76473975,1.1469373,1.1847396,1.1706272,1.2687403,1.4372443
d7730ecbc,18,1,0,-0.8906585,-1.1481438,-1.1682118,-1.0064722,-0.9560573,-1.0415658,-1.043927,-0.9496472,-0.8852193,-0.8923799,-0.913929,-0.8614713,-0.7728293,-0.7893153,-0.82896197,-0.72399807,-0.5562665,-0.64244235,-0.7253099,-0.5451334,-0.31647307,-0.20230275,-0.15087157,-0.2586981,-0.49409825,-0.6532327,-0.7476918,-0.78055453,-0.74517554,-0.65825456,-0.66471857,-0.75360775,-0.85752183,-0.8451672,-0.7736102,-0.6911772,-0.71588373,-0.6741997,-0.670317,-0.62552816,-0.5555803,-0.48444524,-0.449858,-0.39667478,-0.34850764,-0.31819385,-0.25823057,-0.14267714,-0.025748042,0.06286001,0.09035457,0.16006428,0.14722674,0.16904129,0.2418079,0.36982715,0.5783027,0.85637105,1.0750297,1.1922344,1.0488266,1.1649649,1.3739564,1.3826979
e71a00f8d,17,1,0,-0.330154,-0.68634295,-0.8282439,-0.93020386,-1.0370444,-1.0804324,-1.0395857,-0.9713831,-0.84703696,-0.82019764,-0.91667116,-0.84250516,-0.88826376,-0.8235189,-0.80288464,-0.8267458,-0.6310798,-0.34741774,0.03016031,0.15618888,1.786386,2.4812214,1.4401896,0.16043168,0.4276513,0.9471306,1.8870986,2.5781631,2.411397,1.2354766,0.42558852,0.5936678,1.2915852,1.8259213,2.4804902,3.1378677,3.1765518,2.584671,1.5438539,0.70629346,0.22858854,0.0077639036,0.033856872,0.10969507,0.14494336,0.2022999,0.33908325,0.5047284,0.44475138,0.21011321,0.16365601,0.13879938,0.20333838,0.25756237,0.36188892,0.5008357,0.6088289,0.8023306,0.82525164,1.0126787,1.0277013,1.0544647,1.2132314,1.3329836
